session_start,gross_pnl_usd,premiums_received,hedge_cost,net_entry_premium,cumulative_pnl_usd
2025-01-13 08:00:00+00:00,-612.1165890000015,2077.6177399999997,28.331151000000002,2049.286589,-612.1165890000015
2025-01-20 08:00:00+00:00,3031.751328999998,4092.8218649999994,181.903194,3910.9186709999994,2419.6347399999963
2025-04-07 08:00:00+00:00,504.6476669999949,2730.330345,94.96801199999999,2635.362333,2924.282406999991
