session_start,session_type,session_dow,leg,strike,option_type,position,entry_price,expiry,contracts,spot_at_expiry,exit_price,pnl
2023-01-16 08:00:00+00:00,weekday,monday,atm_put,20750.0,P,short,0.012,2023-01-17 08:00:00+00:00,1,21202.86,0.0,254.43432
2023-01-16 08:00:00+00:00,weekday,monday,otm_call,23000.0,C,long,0.0005,2023-01-17 08:00:00+00:00,1,21202.86,0.0,-10.60143
2023-01-16 08:00:00+00:00,weekday,monday,otm_put,19000.0,P,long,0.0005,2023-01-17 08:00:00+00:00,1,21202.86,0.0,-10.60143
2023-01-17 08:00:00+00:00,weekday,tuesday,atm_call,21250.0,C,short,0.009,2023-01-18 08:00:00+00:00,1,21251.55,1.5499999999992724,189.7139500000007
2023-01-17 08:00:00+00:00,weekday,tuesday,atm_put,21250.0,P,short,0.014,2023-01-18 08:00:00+00:00,1,21251.55,0.0,297.5217
2023-01-17 08:00:00+00:00,weekday,tuesday,otm_call,23000.0,C,long,0.0005,2023-01-18 08:00:00+00:00,1,21251.55,0.0,-10.625774999999999
2023-01-17 08:00:00+00:00,weekday,tuesday,otm_put,19500.0,P,long,0.0005,2023-01-18 08:00:00+00:00,1,21251.55,0.0,-10.625774999999999
2023-01-18 08:00:00+00:00,weekday,wednesday,atm_call,21250.0,C,short,0.012,2023-01-19 08:00:00+00:00,1,20767.18,0.0,249.20616
2023-01-18 08:00:00+00:00,weekday,wednesday,atm_put,21250.0,P,short,0.009,2023-01-19 08:00:00+00:00,1,20767.18,482.8199999999997,-295.9153799999997
2023-01-18 08:00:00+00:00,weekday,wednesday,otm_call,23000.0,C,long,0.0005,2023-01-19 08:00:00+00:00,1,20767.18,0.0,-10.38359
2023-01-18 08:00:00+00:00,weekday,wednesday,otm_put,19750.0,P,long,0.0005,2023-01-19 08:00:00+00:00,1,20767.18,0.0,-10.38359
2023-01-21 08:00:00+00:00,weekend,saturday,atm_call,22750.0,C,short,0.01,2023-01-22 08:00:00+00:00,1,22917.76,167.7599999999984,61.417600000001585
2023-01-21 08:00:00+00:00,weekend,saturday,atm_put,22750.0,P,short,0.0095,2023-01-22 08:00:00+00:00,1,22917.76,0.0,217.71872
2023-01-21 08:00:00+00:00,weekend,saturday,otm_call,25000.0,C,long,0.0005,2023-01-22 08:00:00+00:00,1,22917.76,0.0,-11.458879999999999
2023-01-21 08:00:00+00:00,weekend,saturday,otm_put,21500.0,P,long,0.0005,2023-01-22 08:00:00+00:00,1,22917.76,0.0,-11.458879999999999
2023-01-23 08:00:00+00:00,weekday,monday,atm_call,22750.0,C,short,0.0085,2023-01-24 08:00:00+00:00,1,23057.58,307.58000000000175,-111.59057000000172
2023-01-23 08:00:00+00:00,weekday,monday,atm_put,22750.0,P,short,0.0105,2023-01-24 08:00:00+00:00,1,23057.58,0.0,242.10459000000003
2023-01-23 08:00:00+00:00,weekday,monday,otm_call,24500.0,C,long,0.0004,2023-01-24 08:00:00+00:00,1,23057.58,0.0,-9.223032000000002
2023-01-23 08:00:00+00:00,weekday,monday,otm_put,21250.0,P,long,0.0005,2023-01-24 08:00:00+00:00,1,23057.58,0.0,-11.52879
2023-01-25 08:00:00+00:00,weekday,wednesday,atm_call,22750.0,C,short,0.0085,2023-01-26 08:00:00+00:00,1,23006.62,256.619999999999,-61.06372999999897
2023-01-25 08:00:00+00:00,weekday,wednesday,atm_put,22750.0,P,short,0.0105,2023-01-26 08:00:00+00:00,1,23006.62,0.0,241.56951
