session_start,session_close,session_type,atm_iv,iv_52w_low,iv_52w_high,iv_rank,rv_5d,vrp,signal
2025-01-04 08:00:00+00:00,2025-01-05 08:00:00+00:00,weekend,20.875,20.875,20.875,50.0,0.4504435240623909,20.42455647593761,False
2025-01-06 08:00:00+00:00,2025-01-07 08:00:00+00:00,weekday,45.75,45.75,45.75,50.0,0.2670613232356936,45.482938676764306,False
2025-01-06 08:00:00+00:00,2025-01-07 08:00:00+00:00,weekday,45.75,45.75,45.75,50.0,0.2670498948933977,45.4829501051066,False
2025-01-11 08:00:00+00:00,2025-01-12 08:00:00+00:00,weekend,25.275,20.875,25.275,99.9999772727376,0.5483734713938817,24.72662652860612,True
2025-01-13 08:00:00+00:00,2025-01-14 08:00:00+00:00,weekday,56.870000000000005,45.75,56.870000000000005,99.99999100719586,0.4875968694517756,56.38240313054823,True
2025-01-18 08:00:00+00:00,2025-01-19 08:00:00+00:00,weekend,38.025000000000006,20.875,38.025000000000006,99.99999416909691,0.5509741952566602,37.47402580474335,True
2025-01-20 08:00:00+00:00,2025-01-21 08:00:00+00:00,weekday,108.285,45.75,108.285,99.99999840089554,0.740911180137928,107.54408881986207,True
2025-01-25 08:00:00+00:00,2025-01-26 08:00:00+00:00,weekend,22.99,20.875,38.025000000000006,12.332365908761982,0.6867610751068068,22.30323892489319,False
2025-01-27 08:00:00+00:00,2025-01-28 08:00:00+00:00,weekday,73.99000000000001,45.75,108.285,45.158711276606354,0.4738996366005839,73.51610036339943,False
2025-02-01 08:00:00+00:00,2025-02-02 08:00:00+00:00,weekend,19.695,19.695,38.025000000000006,5.455536775173291e-06,0.4757213585929505,19.21927864140705,False
2025-02-03 08:00:00+00:00,2025-02-04 08:00:00+00:00,weekday,70.315,45.75,108.285,39.282002421619815,0.5623389211324222,69.75266107886758,False
2025-02-08 08:00:00+00:00,2025-02-09 08:00:00+00:00,weekend,22.15,19.695,38.025000000000006,13.393348238587196,0.5839414818725741,21.566058518127424,False
2025-02-10 08:00:00+00:00,2025-02-11 08:00:00+00:00,weekday,48.055,45.75,108.285,3.685937357130012,0.4136575384217726,47.641342461578226,False
2025-02-15 08:00:00+00:00,2025-02-16 08:00:00+00:00,weekend,16.16,16.16,38.025000000000006,4.573518904777598e-06,0.3756963171550517,15.784303682844948,False
2025-02-17 08:00:00+00:00,2025-02-18 08:00:00+00:00,weekday,39.435,39.435,108.285,1.4524327827906237e-06,0.3062216313873721,39.12877836861263,False
2025-02-22 08:00:00+00:00,2025-02-23 08:00:00+00:00,weekend,21.130000000000003,16.16,38.025000000000006,22.730393530263576,0.3549503357306371,20.775049664269364,False
2025-02-24 08:00:00+00:00,2025-02-25 08:00:00+00:00,weekday,38.730000000000004,38.730000000000004,108.285,1.4377111224869208e-06,0.2878738209762004,38.4421261790238,False
2025-03-01 08:00:00+00:00,2025-03-02 08:00:00+00:00,weekend,30.395,16.16,38.025000000000006,65.104046183028,0.7169923015702805,29.67800769842972,True
2025-03-03 08:00:00+00:00,2025-03-04 08:00:00+00:00,weekday,59.61,38.730000000000004,108.285,30.019409675238023,0.8437202891240008,58.766279710876,False
2025-03-08 08:00:00+00:00,2025-03-09 08:00:00+00:00,weekend,32.625,16.16,38.025000000000006,75.30299334068205,1.046277987788521,31.57872201221148,True
2025-03-10 08:00:00+00:00,2025-03-11 08:00:00+00:00,weekday,71.92,38.730000000000004,108.285,47.717633593052014,0.8007768205153079,71.11922317948469,False
2025-03-15 08:00:00+00:00,2025-03-16 08:00:00+00:00,weekend,21.905,16.16,38.025000000000006,26.274870681466204,0.6916238436378297,21.213376156362173,False
2025-03-17 08:00:00+00:00,2025-03-18 08:00:00+00:00,weekday,52.66,38.730000000000004,108.285,20.027317373953917,0.4599298532742105,52.200070146725785,False
2025-03-22 08:00:00+00:00,2025-03-23 08:00:00+00:00,weekend,16.064999999999998,16.064999999999998,38.025000000000006,4.5537336472009415e-06,0.4273759383888342,15.637624061611163,False
2025-03-22 08:00:00+00:00,2025-03-23 08:00:00+00:00,weekend,16.064999999999998,16.064999999999998,38.025000000000006,4.5537336472009415e-06,0.4271820566053553,15.637817943394642,False
2025-03-24 08:00:00+00:00,2025-03-25 08:00:00+00:00,weekday,46.894999999999996,38.730000000000004,108.285,11.738912752816818,0.3728218556007573,46.52217814439924,False
2025-03-29 08:00:00+00:00,2025-03-30 08:00:00+00:00,weekend,20.52,16.064999999999998,38.025000000000006,20.286887952013853,0.3242647143034897,20.19573528569651,False
2025-03-31 08:00:00+00:00,2025-04-01 08:00:00+00:00,weekday,53.235,38.730000000000004,108.285,20.8540012693839,0.3241249540100449,52.910875045989954,False
2025-04-05 08:00:00+00:00,2025-04-06 08:00:00+00:00,weekend,30.585,16.064999999999998,38.025000000000006,66.12021711109134,0.5537335725621857,30.031266427437814,True
2025-04-07 08:00:00+00:00,2025-04-08 08:00:00+00:00,weekday,101.84,38.730000000000004,108.285,90.73395037786068,0.6410477410325296,101.19895225896748,True
2025-04-12 08:00:00+00:00,2025-04-13 08:00:00+00:00,weekend,30.655,16.064999999999998,38.025000000000006,66.4389784663954,0.8411297595466679,29.813870240453333,True
2025-04-14 08:00:00+00:00,2025-04-15 08:00:00+00:00,weekday,55.05,38.730000000000004,108.285,23.463446956697663,0.7116172239541364,54.33838277604586,False
2025-04-19 08:00:00+00:00,2025-04-20 08:00:00+00:00,weekend,16.990000000000002,16.064999999999998,38.025000000000006,4.212208177394538,0.3726870299949485,16.617312970005052,False
2025-04-21 08:00:00+00:00,2025-04-22 08:00:00+00:00,weekday,42.565,38.730000000000004,108.285,5.513623592448455,0.3369035845860566,42.228096415413944,False
2025-04-26 08:00:00+00:00,2025-04-27 08:00:00+00:00,weekend,18.82,16.064999999999998,38.025000000000006,12.545540751772252,0.4157029888647043,18.404297011135295,False
2025-04-28 08:00:00+00:00,2025-04-29 08:00:00+00:00,weekday,37.47,37.47,108.285,1.4121301585220602e-06,0.2970996646182791,37.17290033538172,False
